"Magento Booster","Magento Booster"
"Allow Everything","Permettre tout"
"some title","quelque titre"
"General Settings","Paramètres généraux"
"Please indicate names of all blocks, that you would like to keep dynamic","S'il vous plaît, indiquer les noms de tous les blocs que vous souhaitez conserver dynamique"
"Separate by commas or indicate each block in a new line","Séparez par des virgules ou indiquez chaque bloc dans une nouvelle ligne"
"Flush JavaScript/CSS Cache with Pages Cache","Rincer le Cache JavaScript/ CSS avec le Cache de la Page"
"JavaScript/CSS Cache will be cleared every 15 minutes","JavaScript/ CSS cache sera effacé toutes les 15 minutes"
"Please do not forget to restore the original index.php from the backup.","S'il vous plaît, n'oubliez pas de restaurer le fichier index.php original de la sauvegarde."
"Error while enabling Magento Booster cache. File %s is not writable.","Erreur tout en permettant Magento Booster cache. Le fichier %s n'est pas accessible en écriture."
"Error while disabling Magento Booster cache. File %s is not writable.","Erreur lors de la désactivation de Magento Booster extension. Le fichier %s n'est pas accessible en écriture."
"Error while disabling Magento Booster extension. File %s is not writable.","Erreur lors de la désactivation de Magento Booster cache. Le fichier %s n'est pas accessible en écriture."
